date_key,year,month,day,day_of_week,is_weekend,is_holiday,holiday_name
127d33b0-3add-4bf7-a4a8-edf2ac8ef675,2020,2,6,Thursday,False,False,
973a6007-3e89-4d96-8c25-85924f74c2a5,2015,11,17,Tuesday,False,False,
aca75580-7563-43a5-a9bd-d0e496bc76a9,2018,11,1,Thursday,False,False,
1797a45b-2a85-46b4-9a22-cbf42bec472f,2017,4,11,Tuesday,False,False,
9e0ab34b-52b2-4d7f-8bdf-5cffbc7f6387,2017,5,24,Wednesday,False,False,
1e6aed0f-f549-401a-b8b5-3837dc21ecc6,2017,4,22,Saturday,True,False,
6d31cd47-1812-4206-acf5-ec727f9b9b28,2017,11,18,Saturday,True,False,
fb2895b6-e0f8-4995-9282-acdb3d4aee16,2015,8,7,Friday,False,False,
c53ef8a5-4953-4f68-9772-794b8f087d77,2015,12,8,Tuesday,False,False,
8e90dff3-4737-46bb-9927-59c83948eafa,2019,7,30,Tuesday,False,False,
096a9477-0689-4187-ad3d-7ae4d5d8352c,2019,3,4,Monday,False,False,
98a0f7c6-3506-4a45-a0ba-ea7f0c6ce904,2016,7,9,Saturday,True,False,
2fbcdb6c-eecf-481a-9c35-92b1a464cca2,2018,10,14,Sunday,True,False,
989d1a01-052c-4953-b5d9-400b7d8e31ba,2016,11,4,Friday,False,False,
44a7115f-a1f9-41d6-951a-f350102f4785,2015,5,20,Wednesday,False,False,
6aa9cab2-1468-408d-a558-22620e318a6e,2019,1,21,Monday,False,False,
23163b8e-84ba-4654-b02a-de9fee6b3abe,2017,1,28,Saturday,True,False,
89772337-bcc8-4c2a-a235-8adf76164c05,2015,7,28,Tuesday,False,False,
c0e6cfc1-4f77-481c-a99b-b7061c0626f0,2015,8,1,Saturday,True,False,
359c7c88-3c04-4689-987a-61382f4c01cd,2019,4,2,Tuesday,False,False,
803c1953-d08a-4a1d-9a4c-196785016d95,2019,12,31,Tuesday,False,False,
443f0bc7-b0ae-4abc-9594-9afacf993b8f,2016,1,30,Saturday,True,False,
